af-south-1,AD Connector,https://docs.aws.amazon.com/directoryservice/latest/admin-guide/directory_ad_connector.html
af-south-1,AWS AppConfig,https://aws.amazon.com/systems-manager/features/appconfig/
af-south-1,AWS AppSync,https://aws.amazon.com/appsync/
af-south-1,AWS Application Auto Scaling,https://aws.amazon.com/autoscaling/
af-south-1,AWS Application Migration Service,https://aws.amazon.com/application-migration-service/
af-south-1,AWS Backup,https://aws.amazon.com/backup/
af-south-1,AWS Batch,https://aws.amazon.com/batch/
af-south-1,AWS Certificate Manager (ACM),https://aws.amazon.com/certificate-manager/
af-south-1,AWS Client VPN,https://aws.amazon.com/vpn/client-vpn/
af-south-1,AWS Cloud Map,https://aws.amazon.com/cloud-map/
af-south-1,AWS Cloud WAN,https://aws.amazon.com/cloud-wan/
af-south-1,AWS CloudFormation,https://aws.amazon.com/cloudformation/
af-south-1,AWS CloudHSM,https://aws.amazon.com/cloudhsm/
af-south-1,AWS CloudShell,https://aws.amazon.com/cloudshell/
af-south-1,AWS CloudTrail,https://aws.amazon.com/cloudtrail/
af-south-1,AWS CodeBuild,https://aws.amazon.com/codebuild/
af-south-1,AWS CodeCommit,https://aws.amazon.com/codecommit/
af-south-1,AWS CodeDeploy,https://aws.amazon.com/codedeploy/
af-south-1,AWS CodePipeline,https://aws.amazon.com/codepipeline/
af-south-1,AWS Config,https://aws.amazon.com/config/
af-south-1,AWS Control Tower,https://aws.amazon.com/controltower
af-south-1,AWS DataSync,https://aws.amazon.com/datasync
af-south-1,AWS Database Migration Service (AWS DMS),https://aws.amazon.com/dms/
af-south-1,AWS Direct Connect,https://aws.amazon.com/directconnect/
af-south-1,AWS Directory Service,https://aws.amazon.com/directoryservice/
af-south-1,AWS Directory Service for Microsoft Active Directory,https://docs.aws.amazon.com/directoryservice/latest/admin-guide/directory_microsoft_ad.html
af-south-1,AWS Elastic Beanstalk,https://aws.amazon.com/elasticbeanstalk/
af-south-1,AWS Elastic Disaster Recovery,https://aws.amazon.com/disaster-recovery/
af-south-1,AWS Elemental MediaConnect,https://aws.amazon.com/mediaconnect
af-south-1,AWS Elemental MediaConvert,https://aws.amazon.com/mediaconvert/
af-south-1,AWS Elemental MediaTailor,https://aws.amazon.com/mediatailor/
af-south-1,AWS End User Messaging,https://aws.amazon.com/end-user-messaging/amazon-pinpoint-aws-end-user-messaging-landing-page/
af-south-1,AWS Fault Injection Service,https://aws.amazon.com/fis/
af-south-1,AWS Firewall Manager,https://aws.amazon.com/firewall-manager/
af-south-1,AWS Global Accelerator,https://aws.amazon.com/global-accelerator
af-south-1,AWS Glue,https://aws.amazon.com/glue/
af-south-1,AWS Ground Station,https://aws.amazon.com/ground-station/
af-south-1,AWS IAM Identity Center,https://aws.amazon.com/iam/identity-center/
af-south-1,AWS Identity and Access Management (IAM),https://aws.amazon.com/iam
af-south-1,AWS Identity and Access Management (IAM) Access Analyzer,https://aws.amazon.com/iam/access-analyzer/
af-south-1,AWS Key Management Service (KMS),https://aws.amazon.com/kms/
af-south-1,AWS Lake Formation,https://aws.amazon.com/lake-formation/
af-south-1,AWS Lambda,https://aws.amazon.com/lambda/
af-south-1,AWS License Manager,https://aws.amazon.com/license-manager/
af-south-1,AWS Network Firewall,https://aws.amazon.com/network-firewall/
af-south-1,AWS Organizations,https://aws.amazon.com/organizations
af-south-1,AWS Outposts,https://aws.amazon.com/outposts/
